0.0001 161.045027446
0.00010202 164.164854003
0.00010408 167.346606504
0.00010618 170.589245684
0.00010833 173.891992527
0.00011052 177.26227188
0.00011275 180.697831347
0.00011503 184.197381399
0.00011735 187.766078206
0.00011972 191.404667359
0.00012214 195.110768616
0.00012461 198.891110724
0.00012712 202.744994761
0.00012969 206.669533879
0.00013231 210.673215629
0.00013499 214.754010536
0.00013771 218.91533246
0.00014049 223.152511219
0.00014333 227.480216997
0.00014623 231.881696303
0.00014918 236.374465363
0.0001522 240.949082012
0.00015527 245.617999203
0.00015841 250.373812495
0.00016161 255.220837183
0.00016487 260.165177326
0.0001682 265.198428504
0.0001716 270.332566362
0.00017507 275.567915618
0.0001786 280.900363272
0.00018221 286.340451098
0.00018589 291.879247662
0.00018965 297.530980787
0.00019348 303.291629073
0.00019739 309.160273067
0.00020138 315.142566653
0.00020544 321.241244089
0.00020959 327.455838053
0.00021383 333.791066697
0.00021815 340.247182024
0.00022255 346.829573542
0.00022705 353.540022847
0.00023164 360.375861669
0.00023632 367.341498203
0.00024109 374.447819124
0.00024596 381.686795303
0.00025093 389.065726561
0.000256 396.585509556
0.00026117 404.253277628
0.00026645 412.063548368
0.00027183 420.027138342
0.00027732 428.143230985
0.00028292 436.41246097
0.00028864 444.844532883
0.00029447 453.432831283
0.00030042 462.189207877
0.00030649 471.113456245
0.00031268 480.207423971
0.00031899 489.477622308
0.00032544 498.921391883
0.00033201 508.549619373
0.00033872 518.359008559
0.00034556 528.355560615
0.00035254 538.544565637
0.00035966 548.927175324
0.00036693 559.509785025
0.00037434 570.288995636
0.0003819 581.274540398
0.00038962 592.473582167
0.00039749 603.88263871
0.00040552 615.506665421
0.00041371 627.352341557
0.00042207 639.420066068
0.0004306 651.722977805
0.00043929 664.256046922
0.00044817 677.022253386
0.00045722 690.032686169
0.00046646 703.291176748
0.00047588 716.795431273
0.0004855 730.557867534
0.0004953 744.576051462
0.00050531 758.859422618
0.00051552 773.408526682
0.00052593 788.231419047
0.00053656 803.334871869
0.00054739 818.718699131
0.00055845 834.391673164
0.00056973 850.355129298
0.00058124 866.619038231
0.00059299 883.182542589
0.00060496 900.053085886
0.00061719 917.230491004
0.00062965 934.744081161
0.00064237 952.563307205
0.00065535 970.737657318
0.00066859 989.205363143
0.0006821 1008.04552542
0.00069588 1027.22806665
0.00070993 1046.75892572
0.00072427 1066.65144616
0.00073891 1086.8904514
0.00075383 1107.52049223
0.00076906 1128.5235454
0.0007846 1149.89276169
0.00080045 1171.63182889
0.00081662 1193.80755474
0.00083311 1216.35189212
0.00084994 1239.31908554
0.00086711 1262.68844956
0.00088463 1286.479389
0.0009025 1310.70372475
0.00092073 1335.33239947
0.00093933 1360.43096635
0.00095831 1385.95003205
0.00097767 1411.95835567
0.00099742 1438.40352462
0.0010176 1465.28283221
0.0010381 1492.67937628
0.0010591 1520.5386822
0.0010805 1548.85897228
0.0011023 1577.69250934
0.0011246 1607.02166623
0.0011473 1636.84121408
0.0011705 1667.20174436
0.0011941 1698.07828691
0.0012182 1729.46167328
0.0012429 1761.36520902
0.001268 1793.84208594
0.0012936 1826.83832866
0.0013197 1860.4196922
0.0013464 1894.5397222
0.0013736 1929.24921197
0.0014013 1964.49608755
0.0014296 2000.3465598
0.0014585 2036.787423
0.001488 2073.78090067
0.001518 2111.39599503
0.0015487 2149.6208461
0.00158 2188.45968649
0.0016119 2227.90379705
0.0016445 2267.99248667
0.0016777 2308.70043573
0.0017116 2350.02764423
0.0017462 2392.04446013
0.0017814 2434.68378263
0.0018174 2477.96084041
0.0018541 2521.90977207
0.0018916 2566.51293313
0.0019298 2611.78796807
0.0019688 2657.73851477
0.0020086 2704.35655515
0.0020491 2751.64808434
0.0020905 2799.64612308
0.0021328 2848.33562938
0.0021758 2897.69391001
0.0022198 2947.77380733
0.0022646 2998.49592647
0.0023104 3049.95454151
0.0023571 3102.13365538
0.0024047 3155.00640738
0.0024533 3208.57915943
0.0025028 3262.85860771
0.0025534 3317.84549672
0.002605 3373.53908197
0.0026576 3429.95517382
0.0027113 3487.07250512
0.002766 3544.88347454
0.0028219 3603.4160194
0.0028789 3662.66910434
0.0029371 3722.59652677
0.0029964 3783.24634944
0.0030569 3844.58263871
0.0031187 3906.60793194
0.0031817 3969.33988234
0.003246 4032.72463389
0.0033115 4096.80194697
0.0033784 4161.5320612
0.0034467 4226.95237973
0.0035163 4293.02549941
0.0035874 4359.75576137
0.0036598 4427.10887939
0.0037338 4495.08214679
0.0038092 4563.64053502
0.0038861 4632.73990569
0.0039646 4702.47701162
0.0040447 4772.8184978
0.0041264 4843.76525413
0.0042098 4915.45299292
0.0042948 4987.73033908
0.0043816 5060.59354841
0.0044701 5133.74512571
0.0045604 5207.08985924
0.0046525 5280.36720547
0.0047465 5353.55494436
0.0048424 5426.77514836
0.0049402 5500.19303638
0.00504 5574.06910202
0.0051419 5648.64847131
0.0052457 5724.05502044
0.0053517 5800.2087685
0.0054598 5876.86595042
0.0055701 5953.92639472
0.0056826 6031.10732263
0.0057974 6108.31963906
0.0059145 6185.52943546
0.006034 6262.72327605
0.0061559 6339.9009568
0.0062803 6417.07425736
0.0064072 6494.26809795
0.0065366 6571.40804347
0.0066686 6648.4339997
0.0068033 6725.31168043
0.0069408 6801.94724572
0.007081 6878.33581613
0.007224 6954.34965839
0.00737 7029.99921288
0.0075189 7105.17453628
0.0076708 7179.88079233
0.0078257 7253.99897341
0.0079838 7327.5140549
0.0081451 7400.40179376
0.0083096 7472.58953258
0.0084775 7544.03550538
0.0086488 7614.73925635
0.0088235 7684.55788646
0.0090017 7753.44962976
0.0091836 7821.38427199
0.0093691 7888.19202739
0.0095583 7953.85845086
0.0097514 8018.214334
0.0099484 8081.09238933
0.010149 8142.32419204
0.010354 8201.78688608
0.010564 8259.35687309
0.010777 8315.00834291
0.010995 8368.78109497
0.011217 8420.66857852
0.011443 8470.72596927
0.011675 8518.97011296
0.01191 8565.26130782
0.012151 8609.55762507
0.012397 8651.73670574
0.012647 8691.7453971
0.012902 8729.4573919
0.013163 8764.66250151
0.013429 8797.21652242
0.0137 8826.90794411
0.013977 8853.61302062
0.014259 8877.12524241
0.014547 8897.39520096
0.014841 8914.33797952
0.015141 8927.84051778
0.015447 8937.93094191
0.015759 8944.50689468
0.016077 8947.5575276
0.016402 8946.99290557
0.016734 8942.78591392
0.017072 8934.88150066
0.017416 8923.26408332
0.017768 8907.83308452
0.018127 8888.45785591
0.018493 8865.08179571
0.018867 8837.58835121
0.019248 8805.96398243
0.019637 8770.18898067
0.020034 8730.18103165
0.020438 8686.020876
0.020851 8637.63136972
0.021272 8585.03811894
0.021702 8528.31316032
0.022141 8467.42111584
0.022588 8402.38573147
0.023044 8333.27985129
0.02351 8260.10901459
0.023985 8183.06020234
0.024469 8102.14430425
0.024964 8017.55402725
0.025468 7929.41681377
0.025982 7837.86748615
0.026507 7742.9748187
0.027043 7644.84102103
0.027589 7543.60126932
0.028146 7439.35591301
0.028715 7332.21877861
0.029295 7222.49746961
0.029887 7110.53517808
0.03049 6996.6017549
0.031106 6880.96582678
0.031735 6763.99945644
0.032376 6645.98278757
0.03303 6527.40676679
0.033697 6408.58015452
0.034378 6289.80851393
0.035072 6171.48297829
0.035781 6053.83508373
0.036504 5937.1465411
0.037241 5821.63001999
0.037993 5707.57936036
0.038761 5595.1727828
0.039544 5484.69885931
0.040343 5376.44138883
0.041158 5270.63765079
0.041989 5167.52366787
0.042838 5067.26174391
0.043703 4970.11193407
0.044586 4876.23650311
0.045486 4785.83702471
0.046405 4699.06802993
0.047343 4616.04326495
0.048299 4536.71933154
0.049275 4460.9684964
0.05027 4388.79691743
